img_id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
40958,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Unit White T-shirt
46618,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Catwalk Women Black Sandals
23180,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Black Coffee Men White Check Slim Fit Shirt
36479,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Spinn Men Benzeen Black Shoes
33705,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2012.0,Smart Casual,Cobblerz Men Black Formal Shoes
41734,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,Catwalk Women Silver Flats
47664,Women,Accessories,Scarves,Scarves,Grey,Summer,2012.0,Casual,Femella Women Grey & Blue Butterfly Scarf
10656,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Doodle Girl Little frock Pink Tops
38760,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,Nike Unisex Black Football Portugal Striker Backpack
56461,Women,Personal Care,Nails,Nail Polish,Nude,Spring,2017.0,Casual,Streetwear Pluto s Nail Polish 10
17205,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Women Funky Eyewear Black Sunglass
22188,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Timberland Men Brown Casual Shoes
23196,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Highlander Men Green Check Shirt
28220,Men,Personal Care,Fragrance,Deodorant,Brown,Spring,2017.0,Casual,YARDLEY Men Legend Deo
42513,Women,Apparel,Topwear,Kurtis,Red,Summer,2012.0,Ethnic,Mother Earth Women Red Kurti
18630,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Puma Men GP Buddh Logo Polo Red Tshirts
58676,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,ALayna Women Printed Beige Kurta
10062,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Puma Men Puma runhard tee Grey Tshirts
8648,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Fastrack Unisex Bikers Black Sunglasses
18384,Men,Apparel,Innerwear,Innerwear Vests,Black,Summer,2016.0,Casual,Undercolors of Benetton Men Racer Black Innerwear Vest
4452,Unisex,Accessories,Headwear,Caps,Grey,Summer,2011.0,Casual,Nike Unisex Rodger Federer Blue Grey White Cap
48660,Women,Accessories,Jewellery,Earrings,Silver,Summer,2012.0,Casual,Lucera Women Silver Earrings
41327,Women,Apparel,Topwear,Dupatta,Purple,Fall,2012.0,Ethnic,Aurelia Women Purple Dupatta
41781,Women,Apparel,Topwear,Tunics,Black,Summer,2012.0,Casual,Remanika Women Black Tunic
32006,Men,Accessories,Socks,Socks,White,Summer,2016.0,Formal,Playboy Men White Socks
3339,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Myntra Hero Within White T-shirt
13224,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011.0,Casual,Palm Tree Kids Boys Printed Blue Sweatshirts
39808,Men,Apparel,Bottomwear,Trousers,Khaki,Spring,2013.0,Formal,Peter England Men Khaki Trousers
17031,Men,Footwear,Flip Flops,Flip Flops,Black,Spring,2013.0,Casual,Gas Men Black Wave Flip Flops
54554,Women,Apparel,Topwear,Tunics,White,Summer,2012.0,Casual,Global Desi Women Purple & White Tunic
9966,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Nike Women As Statement White T-Shirts
33242,Men,Apparel,Topwear,Shirts,White,Fall,2012.0,Formal,Arrow Men White Check Shirt
40529,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Titan Women White Dial Watch
19634,Women,Apparel,Topwear,Tops,Black,Summer,2011.0,Casual,United Colors of Benetton Women Solid Black Top
38662,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012.0,Sports,Nike Men T90 Shoot IV Hg-B Blue Sports Shoes
8740,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Indigo Nation Men Checks Navy Blue Shirt
23976,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Peter England Men Blue Striped Shirt
23901,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Fila Men Emperro Black Sandals
57962,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,Prafful Women Multi Coloured Sari
25693,Women,Apparel,Topwear,Kurtis,Magenta,Summer,2012.0,Ethnic,Mumbai Slang Women Printed Magenta Kurti
55094,Women,Personal Care,Skin Care,Face Wash and Cleanser,Gold,Spring,2017.0,Casual,Pond s Radiance Boosting Cleansing Mousse
1526,Unisex,Accessories,Bags,Backpacks,Black,Fall,2010.0,Sports,Puma Big Cat Backpack Black
27973,Men,Apparel,Innerwear,Innerwear Vests,Green,Summer,2016.0,Casual,Jockey SP-OW Men Green Innerwear Vest SP12
43614,Women,Apparel,Topwear,Tunics,Pink,Summer,2012.0,Casual,Vero Moda Women Pink Tunic
44221,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Nike Men White Ronaldo Football T-shirt
23882,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,Fila Men Destiny Grey Sports Shoes
8946,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Casual,Indigo Nation Men ID Printed Beige Trousers
14719,Women,Apparel,Topwear,Tops,Green,Fall,2011.0,Casual,Jealous 21 Women Casual Top Green Tops
55293,Women,Personal Care,Lips,Lip Gloss,Peach,Spring,2017.0,Casual,Lakme Absolute Coralshine Plump & Shine Lip Gloss
23337,Women,Apparel,Topwear,Dupatta,Brown,Fall,2011.0,Ethnic,W Women Brown Dupatta
40789,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2012.0,Casual,Quiksilver Men Green Shoes
47658,Women,Apparel,Bottomwear,Skirts,Purple,Summer,2012.0,Casual,Femella Women Purple & Black Skirt
7305,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,UCB Women Racer Back Pink Top
54150,Women,Accessories,Jewellery,Necklace and Chains,Orange,Fall,2012.0,Casual,Femella Orange Necklace
59970,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Casual,Avirate Mushroom Brown Dress
23625,Girls,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Doodle Kids Girls Pink Retro Top
13755,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,Belmonte Men Check Black Shirts
7561,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,Nike Men s As Spher White T-shirt
25012,Women,Apparel,Topwear,Tops,Peach,Summer,2012.0,Casual,United Colors of Benetton Women Peach Top
7954,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Puma Men s Knit Polo Mazarine Blue Polo T-shirt
6353,Girls,Footwear,Sandal,Sandals,Pink,Summer,2015.0,Casual,Crocs Girls Pink Clogs
17281,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,U.S. Polo Assn. Men Printed Steeple Grey Tshirt
45225,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO Youth Combination Men Black Dial Analogue & Digital Watch AD103
55402,Women,Personal Care,Makeup,Kajal and Eyeliner,Black,Spring,2017.0,Casual,Revlon Grow Luscious Onyx Lash Liner
16616,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Probase Men Stripes Green Shirt
12646,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Probase Men Stripes Blue Tshirts
43168,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Black Dial Watch
50972,Women,Apparel,Innerwear,Bra,Pink,Summer,2017.0,Casual,Enamor Honeysuckle Coloured Reveal Bra
24828,Women,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Jealous 21 Women Green Printed T-Shirt
59691,Women,Apparel,Innerwear,Bra,Purple,Summer,2014.0,Casual,Avirate Purple Bra
49921,Women,Apparel,Saree,Sarees,Grey,Fall,2012.0,Ethnic,Fabindia Grey Tie & Dye Ghicha Striped Saree
20961,Women,Accessories,Bags,Handbags,Beige,Winter,2016.0,Casual,Fastrack Women Beige Sling Bag
16775,Unisex,Accessories,Watches,Watches,Brown,Winter,2016.0,Casual,ADIDAS Originals Unisex Brown Dial Watch ADH2559
45638,Men,Apparel,Innerwear,Briefs,Red,Summer,2016.0,Casual,Park Avenue Men Red Briefs
15026,Women,Apparel,Topwear,Sweatshirts,Purple,Fall,2011.0,Casual,ADIDAS Women Solid Purple Sweatshirts
12492,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,John Miller Men Solid Blue Shirts
39303,Men,Footwear,Shoes,Casual Shoes,Khaki,Winter,2018.0,Casual,Red Chief Men Khaki Shoes
25796,Men,Apparel,Topwear,Suspenders,Red,Summer,2012.0,Formal,Arrow Men Red Suspenders
43069,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Nike Men Grey Tailwind T-shirt
36085,Unisex,Accessories,Headwear,Caps,Black,Summer,2012.0,Casual,OTLS Unisex Black Polo Cap
7472,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Proline Men White & Purple Striped Polo T-shirt
52417,Women,Apparel,Loungewear and Nightwear,Night suits,Red,Winter,2015.0,Casual,Red Rose Women Red Pyjama Set
58523,Unisex,Accessories,Accessories,Travel Accessory,Yellow,Summer,2015.0,Casual,Wildcraft Unisex Yellow Travel Pouch
52414,Women,Apparel,Loungewear and Nightwear,Nightdress,Black,Winter,2015.0,Casual,Red Rose Women Black & Red Nightdress
23716,Men,Accessories,Eyewear,Sunglasses,Gold,Winter,2016.0,Casual,Ray-Ban Men Aviator Sunglasses
7139,Women,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers For Her Women Light Work Red Check Shirts
13204,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,ASICS Men Gel Pulse III Running Black Sports Shoes
43571,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Puma Purple Kenobi II Tote Bag
18406,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Skechers Men USA Black Shoe
37935,Women,Apparel,Topwear,Tops,Teal,Summer,2012.0,Casual,Mineral Women Teal Top
5902,Women,Footwear,Shoes,Casual Shoes,Blue,Summer,2011.0,Casual,Puma Women Balleracer Blue Shoe
17823,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Nike Men  Court Majestic White Casual Shoe
53631,Women,Apparel,Innerwear,Bra,Purple,Summer,2017.0,Casual,Amante Purple Bra-BGDR01
46564,Men,Accessories,Watches,Watches,Olive,Winter,2016.0,Casual,Timex Men Olive Watch
23303,Women,Apparel,Bottomwear,Leggings,Maroon,Fall,2011.0,Ethnic,W Women Solid Maroon Leggings
18615,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Puma Men Team SS White Tshirts
25772,Men,Apparel,Topwear,Suspenders,Black,Summer,2012.0,Formal,Lino Perros Men Black & Brown Suspenders
46777,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,Euroluxe Men Conquest Perfume
29231,Women,Footwear,Shoes,Flats,Black,Summer,2012.0,Casual,Puma Women Black Grace Flats
4653,Men,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,ADIDAS Men Cherokee Black Grey Sandal
47397,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Baggit Women Green Sling Bag
11034,Women,Apparel,Topwear,Tops,Red,Fall,2011.0,Casual,Jealous 21 Women Check Red Tops
2645,Women,Accessories,Bags,Handbags,Pink,Winter,2015.0,Casual,Murcia Women Big Canvas Tote Bag
58730,Women,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Puma Women Green T-shirt
16887,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Police Men Casual Black Sunglasses
58485,Men,Accessories,Wallets,Wallets,Brown,Winter,2016.0,Casual,Fossil Men Brown Wallet
1642,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010.0,Sports,Reebok Men Winning Stride White Red
31032,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Formal,Arrow New York Men Grey Trousers
54590,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Sushilas Women Printed Red Kurta
10329,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Puma Women Pure Pliancy Gold White Watches
26544,Men,Footwear,Sandal,Sandals,Blue,Fall,2012.0,Casual,ID Men Blue Sandals
7990,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Sports,Fila Men s Round Neck Navy Blue T-shirt
46162,Women,Accessories,Jewellery,Necklace and Chains,Brown,Winter,2015.0,Casual,Adrika Women Brown Necklace
13461,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,United Colors of Benetton Men Check Black Shirts
35820,Women,Footwear,Shoes,Heels,Grey,Summer,2012.0,Casual,Enroute Women Grey Flats
33044,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Mother Earth Women Printed Blue Kurta
11589,Women,Apparel,Topwear,Kurtas,Red,Summer,2011.0,Ethnic,W Women Printed Red Kurta
16940,Women,Accessories,Eyewear,Sunglasses,Green,Winter,2016.0,Casual,Image Women Classic Eyewear Green Sunglasses
30257,Men,Footwear,Shoes,Casual Shoes,Grey,Winter,2018.0,Casual,Red Tape Men Grey Shoes
21820,Men,Accessories,Wallets,Wallets,Brown,Winter,2016.0,Casual,Fossil Men Midway 2 in 1 Brown Wallet
55868,Women,Personal Care,Nails,Nail Polish,Pink,Spring,2017.0,Casual,Colorbar Fushia Fix 2 Nail Lacquer 84
56153,Women,Personal Care,Eyes,Kajal and Eyeliner,Blue,Spring,2017.0,Casual,Colorbar I-Glide Glowing Saphire Eye Pencil 010
42249,Women,Apparel,Topwear,Tunics,Blue,Summer,2012.0,Casual,Sepia Women Blue Tunic
23586,Women,Personal Care,Fragrance,Perfume and Body Mist,Green,Spring,2017.0,Casual,Nike Fragrances Women Up or Down Perfume 75 ml
10621,Women,Footwear,Shoes,Flats,Silver,Spring,2013.0,Casual,Carlton London Women Silver Solid Open Toe
57620,Women,Personal Care,Skin Care,Sunscreen,White,Spring,2017.0,Casual,Lotus Herbals Safe Sun Daily Sunblock
8689,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Fastrack Women Basics Sunglasses P180BR1F
43491,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,French Connection Men White T-shirt
2722,Girls,Apparel,Bottomwear,Shorts,Blue,Summer,2011.0,Casual,Disney Kids Boy s Denim Mickey Surf Kidswear
29845,Men,Apparel,Bottomwear,Trousers,Khaki,Summer,2012.0,Casual,Basics Men Khaki Trousers
29243,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012.0,Sports,ADIDAS Men 22Yds Trainer2 White Sports Shoes
56269,Men,Apparel,Loungewear and Nightwear,Night suits,Maroon,Summer,2016.0,Casual,SDL by Sweet Dreams Men Maroon Pyjama Set
48726,Women,Accessories,Jewellery,Earrings,Silver,Summer,2015.0,Casual,Lucera Women Silver Earrings
54615,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016.0,Casual,Jockey ELANCE Men Blue Briefs 1010
57277,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,French Connection Men Red Check Shirt
26917,Women,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,Jealous 21 Women Printed Purple Top
7676,Women,Accessories,Socks,Socks,Red,Summer,2016.0,Casual,Wrangler Women s Burnt Sienna Secret Socks
47108,Boys,Footwear,Sandal,Sandals,Black,Fall,2012.0,Casual,Marvel Boys Black Sandals
35787,Women,Footwear,Shoes,Flats,Grey,Summer,2012.0,Casual,Enroute Women Grey Shoes
45041,Men,Accessories,Watches,Watches,White,Summer,2017.0,Casual,Maxima Men White Dial Attivo Watch
38322,Unisex,Accessories,Bags,Backpacks,Grey,Summer,2012.0,Casual,Puma Unisex Grey Backpack
27509,Women,Apparel,Innerwear,Bra,Red,Fall,2015.0,Casual,Jockey Red T-shirt Bra SS15
36761,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Men Black Watch
52563,Women,Accessories,Bags,Clutches,Red,Summer,2012.0,Casual,Mod acc Women Red Coin Purse
2035,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,ADIDAS Mens Round Neck Black T-shirt
11875,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2013.0,Casual,Franco Leone Men Casual Brown Sandals
12808,Men,Apparel,Topwear,Jackets,Blue,Fall,2011.0,Sports,Nike Men Zip Pocket Blue Jackets
37561,Girls,Apparel,Topwear,Rompers,Pink,Summer,2012.0,Casual,Madagascar3 Infant Girls Pink Snapsuit Romper
28429,Women,Accessories,Watches,Watches,Copper,Winter,2016.0,Casual,DKNY Women Copper-Toned Chronograph Watch NY8364
43484,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,French Connection Men Green Shirt
7649,Men,Accessories,Socks,Socks,White,Summer,2016.0,Casual,Wrangler Men s White Ankle Length Socks
9343,Men,Apparel,Bottomwear,Shorts,Brown,Fall,2011.0,Casual,Puma Men Chino Brown Shorts
15872,Unisex,Footwear,Shoes,Casual Shoes,Navy Blue,Spring,2013.0,Casual,Warner Bros Kids Unisex TJ Happy Canvas Navy Blue Casual Shoes
53706,Women,Accessories,Bags,Handbags,Grey,Summer,2012.0,Casual,Kiara Women Grey Handbag
25013,Unisex,Accessories,Bags,Handbags,Maroon,Summer,2012.0,Casual,United Colors of Benetton Unisex Maroon Casual Handbags
15570,Boys,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Chhota Bheem Kids Boys Flying High TShirt
2662,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Women Brocade Bronze Bag
20347,Women,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,Scullers For Her Women Solid Black Sweater
13332,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Gini and Jony Kids Boys Check Blue Shirts
51317,Unisex,Accessories,Bags,Backpacks,Orange,Summer,2015.0,Casual,Wildcraft Unisex Orange Alpinist 55 Backpack
49102,Women,Personal Care,Lips,Lip Plumper,Burgundy,Spring,2017.0,Casual,Deborah Burgundy Volume Lip Plumper 03
10604,Unisex,Accessories,Headwear,Caps,Red,Fall,2011.0,Sports,Nike Unisex Tennis Red Caps
33961,Women,Apparel,Bottomwear,Leggings,Red,Summer,2012.0,Casual,Femella Women Red Leggings
13088,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Sports,ADIDAS Men NBA Bold Red T-shirts
30340,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Ego Off White T-shirt
35449,Girls,Apparel,Topwear,Tops,Navy Blue,Summer,2012.0,Casual,Doodle Girls Striped Navy Blue Top
3682,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Inkfruit Men s Bring Back 80  S Blue T-shirt
14500,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Flying Machine Men Brown Casual Shoes
23702,Men,Accessories,Eyewear,Sunglasses,Orange,Winter,2016.0,Casual,Rayban Men Orange New Wayfarer Sunglasses
57288,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,French Connection Men Grey Shirt
14522,Men,Apparel,Topwear,Shirts,Olive,Fall,2011.0,Formal,Mark Taylor Men Light Brown & White Striped Shirt
9767,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Puma Men Blue Solid T-shirt
32627,Women,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Sports,Nike Women Miler Purple T-shirt
18571,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,Puma Men Solid Grey Sweater
19578,Women,Apparel,Topwear,Tops,Purple,Summer,2011.0,Casual,United Colors of Benetton Women Solid Purple Top
54937,Women,Apparel,Topwear,Tshirts,Beige,Summer,2012.0,Casual,Do u speak green Women Beige T-shirt
50869,Women,Apparel,Saree,Sarees,Red,Fall,2012.0,Ethnic,Prafful Red & Black Printed Sari
25114,Women,Accessories,Bags,Clutches,Black,Winter,2015.0,Casual,Lino Perros Women Gems Black Clutch
51047,Women,Apparel,Innerwear,Bra,Beige,Summer,2017.0,Casual,Enamor Nude Coloured Smooth Bra
50674,Men,Apparel,Innerwear,Trunk,Black,Summer,2016.0,Casual,Chromozome Men Pack of Two Black Trunks
11451,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Light Black Tshirts
10030,Women,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Women As See The Win Black T-Shirts
49575,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Formal,Reid & Taylor Men Black & Brown Reversible Belt
9332,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Puma Women Ess Striped White Tops
35025,Women,Accessories,Stoles,Stoles,Mustard,Summer,2012.0,Casual,Fabindia Women Mustard Chanderi Hand Printed Stole
12133,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Aurelia Women Solid Green Kurtas
6318,Unisex,Footwear,Flip Flops,Flip Flops,Red,Summer,2012.0,Casual,Puma Unisex Arizona Red Flip Flop
33638,Men,Footwear,Flip Flops,Flip Flops,Black,Winter,2012.0,Casual,Lotto Men ACCU Red & Black Flip Flops
23927,Men,Footwear,Shoes,Sports Shoes,Silver,Summer,2011.0,Sports,Lotto Men Silver Madrid Sports Shoes
13012,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Inc 5 Women Casual Black Flats
25532,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Wrangler Men Benefica Purple Shirt
14631,Women,Accessories,Scarves,Scarves,Grey,Summer,2011.0,Casual,United Colors of Benetton Women Printed Grey Scarves
2553,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,2011.0,Casual,Numero Uno Men s Casual Red Graphic Flip Flop
51547,Women,Accessories,Watches,Watches,Purple,Winter,2016.0,Casual,Fastrack Women Purple Dial Watch
25650,Men,Accessories,Watches,Watches,White,Summer,2017.0,Casual,Fastrack Men White Dial Watch N9336SL01
19281,Women,Accessories,Watches,Watches,Gold,Winter,2016.0,Casual,Guess Women Candy Pop Gold Watch With Interchangeable Straps
32865,Unisex,Accessories,Bags,Backpacks,Grey,Summer,2012.0,Casual,Wildcraft Unisex Grey and Blue Backpack
45940,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Men Black Dial Watch
21956,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Women Casual Brown Handbag
37285,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Tantra Women Blue Shopping T-shirt
39039,Men,Accessories,Cufflinks,Cufflinks,Red,Summer,2012.0,Formal,Belmonte Men Red Bright Assorted Cufflinks
20179,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Wrangler Men Rodeo Green Shirt
8723,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Indigo Nation Men Striped Yellow Shirt
6156,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Lee Men s Sheild Black T-shirt
12649,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Probase Men Printed White Tshirts
30473,Women,Apparel,Innerwear,Bra,Beige,Summer,2014.0,Casual,Lovable Women All Day Long Beige Bra
32250,Women,Apparel,Bottomwear,Skirts,Blue,Summer,2012.0,Ethnic,Fabindia Women Blue Skirts
13780,Men,Apparel,Bottomwear,Trousers,Cream,Fall,2011.0,Formal,Belmonte Men Solid Cream Trousers
17608,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Doodle Sporty Girl dark Pink Tshirts
25833,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Diva Women Printed Pink Kurta
44180,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017.0,Casual,Nike Fragrances Women Spicy Love Perfume 150 ml
7429,Women,Apparel,Topwear,Kurtas,Pink,Summer,2011.0,Casual,W Women s Round Neck Sleeveless Pink Top
2564,Women,Apparel,Topwear,Tops,Black,Summer,2011.0,Casual,Domyos Women Black Tank Top
27318,Women,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,ADIDAS Women Pure Lightness Perfume
5972,Men,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Highlander Men Red Black Checked Shirts
19061,Women,Apparel,Topwear,Kurtis,Red,Fall,2011.0,Ethnic,Aurelia Women Printed Red Kurti
27986,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016.0,Casual,Jockey ZONE Men Zone Grey Brief US14
50205,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Stoln Women Brown Sunglasses
6339,Unisex,Footwear,Shoes,Casual Shoes,Red,Summer,2011.0,Casual,Converse Unisex Skull Print Hi Red Shoe
47911,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Murcia Women Green Handbag
4751,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Sports,ADIDAS Men s Navy Blue Polo T-shirt
28738,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,W Women Printed White & Red Kurta
51333,Men,Apparel,Topwear,Jackets,Beige,Summer,2015.0,Casual,Wildcraft Men Beige Wind Cheater Jackets
19552,Men,Apparel,Topwear,Sweatshirts,Purple,Fall,2011.0,Casual,United Colors of Benetton Men Solid Purple SweatShirt
29116,Men,Accessories,Socks,Socks,Black,Summer,2012.0,Casual,Puma Men Foundation Quarters Black Socks
8050,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Fila Men s Triple Colour Piq Polo Black Navy White T-Shirt
43972,Men,Personal Care,Fragrance,Perfume and Body Mist,Silver,Spring,2017.0,Casual,DKNY Men Perfume
32075,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Playboy Men Black Brief
56425,Women,Personal Care,Eyes,Eyeshadow,Purple,Spring,2017.0,Casual,Streetwear FX Spice Girl Eye Shadow
51564,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Fastrack Men Steel Dial Watch
53877,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,2012.0,Casual,U.S. Polo Assn. Men Red Flip Flops
20604,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Baggit Women Umbrella Dum Brown Handbag
20421,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Baggit Women Brown Handbag
53146,Women,Footwear,Shoes,Heels,Red,Winter,2015.0,Casual,Catwalk Women Red Sandals
3052,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Tantra Men s Stop Train Violet T-shirt
11121,Women,Accessories,Headwear,Caps,Blue,Fall,2011.0,Casual,Puma Women Minicats Knit Blue Cap
8969,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Puma Men 65cc Ducati Black Sports Shoes
30146,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Flying Machine Women Printed Yellow T-shirt
13206,Men,Footwear,Shoes,Sports Shoes,Black,Spring,2012.0,Sports,ASICS Men GT 2160 Running Black Sports Shoes
51920,Women,Accessories,Bags,Handbags,Blue,Summer,2016.0,Casual,Nyk Women Ink Blue Albedo Handbag
